D:\\BloodCellClassification\\train_images\\7.jpg,RBC,169,259,265,374
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,191,281,291,400
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,213,303,305,414
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,247,337,315,424
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,495,601,300,402
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,534,640,371,473
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,510,616,7,109
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,515,639,44,152
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,18,142,124,232
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,70,194,63,171
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,19,143,29,137
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,270,392,1,71
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,254,340,427,480
D:\\BloodCellClassification\\train_images\\7.jpg,RBC,298,381,434,480
D:\\BloodCellClassification\\train_images\\8.jpg,WBC,42,277,183,381
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,398,519,222,330
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,505,626,103,211
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,366,472,315,413
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,456,562,312,410
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,524,630,250,348
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,534,640,335,433
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,353,459,43,141
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,316,422,43,141
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,265,371,25,123
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,221,327,18,116
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,109,221,1,85
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,1,96,166,299
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,263,365,402,480
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,178,280,402,480
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,1,102,1,77
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,196,313,135,215
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,447,607,392,480
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,148,234,62,172
D:\\BloodCellClassification\\train_images\\8.jpg,RBC,438,564,1,85
D:\\BloodCellClassification\\train_images\\9.jpg,WBC,23,255,137,423
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,441,575,324,423
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,372,468,192,279
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,305,401,213,300
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,226,324,288,439
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,313,408,318,414
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,282,377,384,480
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,446,567,97,206
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,440,561,1,96
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,214,331,107,198
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,298,435,85,211
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,7,133,76,197
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,1,115,1,94
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,286,394,1,65
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,154,289,13,127
D:\\BloodCellClassification\\train_images\\9.jpg,Platelets,452,493,415,449
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,479,575,155,242
D:\\BloodCellClassification\\train_images\\9.jpg,RBC,135,231,393,480
D:\\BloodCellClassification\\train_images\\12.jpg,WBC,2,228,187,359
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,349,475,146,240
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,377,483,210,314
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,401,507,299,403
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,296,386,281,387
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,251,344,311,439
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,168,264,304,402
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,14,125,335,434
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,126,251,393,479
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,329,412,376,477
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,519,622,356,455
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,476,579,257,356
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,489,592,193,292
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,564,640,232,328
D:\\BloodCellClassification\\train_images\\12.jpg,Platelets,417,463,403,440
D:\\BloodCellClassification\\train_images\\12.jpg,Platelets,351,397,44,81
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,220,303,20,107
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,495,605,82,204
D:\\BloodCellClassification\\train_images\\12.jpg,RBC,299,381,431,480
D:\\BloodCellClassification\\train_images\\13.jpg,WBC,31,238,208,406
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,255,371,283,392
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,405,517,288,420
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,369,486,77,223
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,90,200,98,189
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,203,313,365,456
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,318,427,396,480
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,574,639,160,281
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,466,564,57,174
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,547,638,48,144
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,500,599,214,325
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,184,299,12,118
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,105,220,34,140
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,455,555,404,480
D:\\BloodCellClassification\\train_images\\13.jpg,RBC,324,424,402,478
D:\\BloodCellClassification\\train_images\\14.jpg,WBC,236,379,211,353
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,158,258,140,234
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,78,197,334,435
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,1,72,137,242
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,33,152,89,189
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,53,172,15,115
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,336,406,1,93
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,297,422,78,173
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,224,352,76,191
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,215,334,380,480
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,356,447,303,393
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,393,484,215,305
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,448,545,406,480
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,431,554,1,102
D:\\BloodCellClassification\\train_images\\14.jpg,Platelets,362,405,389,428
D:\\BloodCellClassification\\train_images\\14.jpg,Platelets,233,276,340,379
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,542,630,289,399
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,579,640,131,236
D:\\BloodCellClassification\\train_images\\14.jpg,RBC,525,618,70,176
D:\\BloodCellClassification\\train_images\\15.jpg,WBC,145,361,4,240
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,353,428,135,232
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,354,448,12,128
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,440,540,78,160
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,537,638,47,144
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,435,538,1,75
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,411,522,359,459
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,266,374,409,480
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,1,134,396,480
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,1,102,272,379
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,62,165,62,169
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,248,351,201,308
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,91,204,300,391
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,564,640,140,240
D:\\BloodCellClassification\\train_images\\15.jpg,Platelets,291,337,373,410
D:\\BloodCellClassification\\train_images\\15.jpg,RBC,373,484,202,302
D:\\BloodCellClassification\\train_images\\16.jpg,WBC,151,329,118,279
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,121,242,323,440
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,324,418,115,236
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,450,542,329,442
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,427,519,364,477
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,230,346,333,449
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,448,549,91,168
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,570,640,290,403
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,523,637,69,174
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,334,451,219,337
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,449,566,227,345
D:\\BloodCellClassification\\train_images\\16.jpg,RBC,66,160,155,276
D:\\BloodCellClassification\\train_images\\16.jpg,Platelets,97,129,327,365
D:\\BloodCellClassification\\train_images\\17.jpg,WBC,128,336,215,391
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,406,514,176,272
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,400,510,73,181
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,215,299,87,187
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,435,547,302,400
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,424,536,354,452
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,131,235,382,470
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,481,585,164,252
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,5,102,335,434
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,1,53,101,205
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,221,340,390,464
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,156,260,1,84
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,279,381,37,145
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,528,621,1,87
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,488,581,11,98
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,4,106,245,353
D:\\BloodCellClassification\\train_images\\17.jpg,RBC,322,424,335,443
D:\\BloodCellClassification\\train_images\\17.jpg,Platelets,382,419,47,79
D:\\BloodCellClassification\\train_images\\18.jpg,WBC,302,481,1,166
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,167,307,100,197
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,210,319,1,64
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,561,639,74,183
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,130,230,26,125
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,74,164,189,277
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,304,394,162,250
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,363,453,163,251
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,410,500,152,240
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,430,520,131,219
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,483,573,109,197
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,541,631,276,364
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,572,640,181,287
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,286,375,424,480
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,308,421,240,325
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,189,278,345,423
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,1,89,213,340
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,67,182,324,447
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,17,131,45,168
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,21,114,1,86
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,243,333,189,277
D:\\BloodCellClassification\\train_images\\18.jpg,RBC,241,331,259,347
D:\\BloodCellClassification\\train_images\\20.jpg,Platelets,419,478,189,236
D:\\BloodCellClassification\\train_images\\20.jpg,WBC,352,475,364,447
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,226,333,99,206
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,404,511,25,132
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,511,618,38,145
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,457,564,206,313
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,478,585,370,477
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,287,394,238,345
D:\\BloodCellClassification\\train_images\\20.jpg,Platelets,372,406,343,374
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,40,147,277,384
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,1,79,277,379
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,80,187,166,273
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,143,250,245,352
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,144,251,366,473
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,142,249,364,471
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,109,216,41,148
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,460,567,59,166
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,570,640,256,357
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,61,169,383,480
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,1,106,128,235
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,40,149,1,95
D:\\BloodCellClassification\\train_images\\20.jpg,RBC,165,274,1,95
D:\\BloodCellClassification\\train_images\\20.jpg,Platelets,80,115,128,161
D:\\BloodCellClassification\\train_images\\22.jpg,WBC,108,281,194,372
D:\\BloodCellClassification\\train_images\\22.jpg,Platelets,99,138,329,360
D:\\BloodCellClassification\\train_images\\22.jpg,Platelets,149,188,1,30
D:\\BloodCellClassification\\train_images\\22.jpg,Platelets,394,433,199,230
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,17,130,163,255
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,1,113,197,289
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,289,392,142,234
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,340,443,81,173
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,275,392,22,126
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,441,579,59,163
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,471,579,143,263
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,557,639,359,480
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,406,538,374,480
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,272,389,389,480
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,378,482,249,349
D:\\BloodCellClassification\\train_images\\22.jpg,RBC,15,100,12,147
D:\\BloodCellClassification\\train_images\\23.jpg,WBC,98,281,34,206
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,277,387,113,233
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,388,498,82,202
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,306,416,243,363
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,186,291,268,381
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,296,423,364,480
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,511,638,147,263
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,62,174,414,480
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,37,141,1,76
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,29,117,152,247
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,494,594,1,74
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,572,640,264,345
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,524,640,354,453
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,15,109,220,334
D:\\BloodCellClassification\\train_images\\23.jpg,Platelets,132,171,292,340
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,343,468,1,110
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,209,305,245,327
D:\\BloodCellClassification\\train_images\\23.jpg,RBC,177,273,219,301
D:\\BloodCellClassification\\train_images\\24.jpg,WBC,310,471,1,128
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,89,192,89,206
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,265,368,114,231
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,203,295,176,318
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,109,204,195,306
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,391,486,117,228
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,376,471,250,361
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,314,419,357,477
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,25,142,309,428
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,497,604,1,97
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,578,640,144,248
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,570,640,252,390
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,494,588,325,427
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,399,517,334,457
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,19,103,234,344
D:\\BloodCellClassification\\train_images\\24.jpg,RBC,484,587,196,313
D:\\BloodCellClassification\\train_images\\26.jpg,WBC,255,430,1,160
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,224,316,177,272
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,328,431,290,391
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,203,306,308,409
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,1,107,281,404
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,143,250,118,241
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,1,70,98,217
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,1,82,185,272
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,89,171,243,330
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,129,246,409,480
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,166,269,221,322
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,119,220,1,68
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,192,272,1,60
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,387,491,167,266
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,441,505,195,267
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,553,639,181,285
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,534,620,228,332
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,553,639,362,480
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,553,640,1,104
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,462,583,58,190
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,385,501,75,181
D:\\BloodCellClassification\\train_images\\26.jpg,RBC,266,388,328,450
D:\\BloodCellClassification\\train_images\\27.jpg,WBC,75,224,179,315
D:\\BloodCellClassification\\train_images\\27.jpg,Platelets,440,495,283,317
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,241,358,86,199
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,212,293,48,142
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,364,463,143,228
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,424,545,137,228
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,227,348,193,300
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,207,328,265,372
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,139,260,320,427
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,256,377,365,472
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,390,511,356,463
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,506,624,110,196
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,517,638,57,148
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,421,526,8,107
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,70,200,23,145
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,19,129,70,186
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,1,87,128,251
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,1,79,194,318
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,1,75,264,366
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,1,75,310,412
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,24,105,355,459
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,11,103,423,480
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,207,300,1,51
D:\\BloodCellClassification\\train_images\\27.jpg,RBC,275,365,1,74
D:\\BloodCellClassification\\train_images\\28.jpg,WBC,1,143,191,333
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,123,230,249,370
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,149,229,113,219
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,198,278,117,223
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,195,264,58,144
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,291,383,270,377
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,324,429,402,480
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,359,464,402,480
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,375,472,239,340
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,457,554,191,292
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,299,415,174,277
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,458,556,387,480
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,1,75,322,425
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,1,67,63,191
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,297,428,1,81
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,500,597,238,339
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,485,582,281,382
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,473,570,338,439
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,572,640,356,455
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,525,640,7,148
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,445,558,35,159
D:\\BloodCellClassification\\train_images\\28.jpg,Platelets,347,389,91,137
D:\\BloodCellClassification\\train_images\\28.jpg,Platelets,405,447,86,132
D:\\BloodCellClassification\\train_images\\28.jpg,Platelets,301,343,23,69
D:\\BloodCellClassification\\train_images\\28.jpg,RBC,286,396,123,229
D:\\BloodCellClassification\\train_images\\29.jpg,WBC,127,270,143,273
D:\\BloodCellClassification\\train_images\\29.jpg,WBC,287,437,364,480
D:\\BloodCellClassification\\train_images\\29.jpg,RBC,153,257,383,480
D:\\BloodCellClassification\\train_images\\29.jpg,RBC,47,151,358,455
D:\\BloodCellClassification\\train_images\\29.jpg,RBC,83,187,321,418
D:\\BloodCellClassification\\train_images\\29.jpg,RBC,332,436,153,250
D:\\BloodCellClassification\\train_images\\29.jpg,RBC,395,514,228,329
D:\\BloodCellClassification\\train_images\\29.jpg,RBC,520,631,396,480
D:\\BloodCellClassification\\train_images\\29.jpg,RBC,556,640,319,404
